event_timestamp,weatherkit_observed_temperature_C,weatherkit_observed_humidity_pc,weatherkit_observed_air_pressure_kPa,weatherkit_observed_cloud_cover_pc,weatherkit_observed_wind_direction_deg,weatherkit_observed_wind_speed_km_h,weatherkit_forecast_temp_C,weatherkit_forecast_humidity_pc,weatherkit_forecast_air_pressure_kPa,weatherkit_forecast_cloud_cover_pc,weatherkit_forecast_wind_direction_deg,weatherkit_forecast_wind_speed_km_h,load_MW
2023-03-30 04:00:00+05:30,23.81,84.0,100.975,38.0,32.0,2.62,23.5,81.0,100.986,30.0,74.0,2.15,246.39754
2023-03-30 04:15:00+05:30,23.82,85.0,100.969,35.0,47.0,2.34,23.5,81.0,100.986,30.0,74.0,2.15,246.71861600000005
2023-03-30 04:30:00+05:30,23.78,85.0,100.972,36.0,36.0,2.31,23.11,82.0,100.981,32.0,84.0,2.51,247.018052
2023-03-30 04:45:00+05:30,23.73,85.0,100.979,37.0,32.0,2.28,23.11,82.0,100.981,32.0,84.0,2.51,247.228524
2023-03-30 05:00:00+05:30,23.67,85.0,100.988,37.0,33.0,2.28,23.11,82.0,100.981,32.0,84.0,2.51,249.36956400000005
2023-03-30 05:15:00+05:30,23.8,83.0,101.006,39.0,41.0,1.85,23.11,82.0,100.981,32.0,84.0,2.51,251.265788
2023-03-30 05:30:00+05:30,23.75,83.0,101.018,40.0,55.0,1.82,23.52,83.0,101.014,44.0,99.0,2.51,252.985808
2023-03-30 05:45:00+05:30,23.7,83.0,101.029,43.0,63.0,1.91,23.52,83.0,101.014,44.0,99.0,2.51,256.455628
2023-03-30 06:00:00+05:30,23.63,83.0,101.041,47.0,68.0,2.08,23.52,83.0,101.014,44.0,99.0,2.51,263.4215
2023-03-30 06:15:00+05:30,23.23,85.0,101.062,61.0,69.0,2.26,23.52,83.0,101.014,44.0,99.0,2.51,265.04998
2023-03-30 06:30:00+05:30,23.21,85.0,101.075,66.0,76.0,2.56,23.58,83.0,101.073,37.0,86.0,2.64,270.670284
2023-03-30 06:45:00+05:30,23.3,85.0,101.089,68.0,80.0,2.88,23.58,83.0,101.073,37.0,86.0,2.64,277.52636
2023-03-30 07:00:00+05:30,23.5,85.0,101.103,68.0,83.0,3.3,23.58,83.0,101.073,37.0,86.0,2.64,288.705996
2023-03-30 07:15:00+05:30,23.89,83.0,101.124,64.0,85.0,3.57,23.58,83.0,101.073,37.0,86.0,2.64,301.088408
2023-03-30 07:30:00+05:30,24.05,83.0,101.139,62.0,88.0,3.93,24.28,82.0,101.145,39.0,89.0,3.55,313.269288
2023-03-30 07:45:00+05:30,24.25,82.0,101.155,59.0,90.0,4.09,24.28,82.0,101.145,39.0,89.0,3.55,325.339172
2023-03-30 08:00:00+05:30,24.5,81.0,101.173,56.0,91.0,4.12,24.28,82.0,101.145,39.0,89.0,3.55,344.985384
2023-03-30 08:15:00+05:30,25.04,81.0,101.19,52.0,92.0,4.03,24.28,82.0,101.145,39.0,89.0,3.55,363.2396
2023-03-30 08:30:00+05:30,25.35,80.0,101.205,48.0,96.0,4.04,25.35,78.0,101.216,43.0,102.0,3.54,377.001972
2023-03-30 08:45:00+05:30,25.66,78.0,101.215,46.0,107.0,4.0,25.35,78.0,101.216,43.0,102.0,3.54,391.43874
2023-03-30 09:00:00+05:30,25.97,76.0,101.222,45.0,133.0,3.89,25.35,78.0,101.216,43.0,102.0,3.54,402.610128
2023-03-30 09:15:00+05:30,26.3,74.0,101.227,44.0,168.0,3.81,25.35,78.0,101.216,43.0,102.0,3.54,413.77422
2023-03-30 09:30:00+05:30,26.62,72.0,101.226,40.0,192.0,3.89,27.15,72.0,101.249,37.0,198.0,3.23,420.226084
2023-03-30 09:45:00+05:30,27.01,70.0,101.223,37.0,208.0,4.25,27.15,72.0,101.249,37.0,198.0,3.23,428.475724
2023-03-30 10:00:00+05:30,27.43,68.0,101.216,34.0,222.0,4.84,27.15,72.0,101.249,37.0,198.0,3.23,435.276792
2023-03-30 10:15:00+05:30,27.69,66.0,101.206,28.999,235.0,5.5,27.15,72.0,101.249,37.0,198.0,3.23,439.142056
2023-03-30 10:30:00+05:30,28.1,64.0,101.196,26.0,243.0,6.26,28.69,63.0,101.231,27.0,253.0,5.83,441.698688
2023-03-30 10:45:00+05:30,28.47,63.0,101.189,24.0,248.0,6.91,28.69,63.0,101.231,27.0,253.0,5.83,445.486604
2023-03-30 11:00:00+05:30,28.82,62.0,101.184,23.0,251.0,7.56,28.69,63.0,101.231,27.0,253.0,5.83,447.1823480000001
2023-03-30 11:15:00+05:30,29.24,61.0,101.176,23.0,252.0,8.14,28.69,63.0,101.231,27.0,253.0,5.83,447.0339
2023-03-30 11:30:00+05:30,29.47,60.0,101.167,23.0,255.0,8.9,29.79,57.999,101.178,33.0,258.0,8.64,444.299908
2023-03-30 11:45:00+05:30,29.67,59.0,101.153,23.0,257.0,9.64,29.79,57.999,101.178,33.0,258.0,8.64,442.401504
2023-03-30 12:00:00+05:30,29.86,57.999,101.136,23.0,259.0,10.43,29.79,57.999,101.178,33.0,258.0,8.64,441.896312
2023-03-30 12:15:00+05:30,30.02,57.999,101.116,22.0,260.0,11.23,29.79,57.999,101.178,33.0,258.0,8.64,441.617148
2023-03-30 12:30:00+05:30,29.86,57.999,101.105,28.0,261.0,13.03,30.41,56.0,101.094,28.999,259.0,11.98,441.901572
2023-03-30 12:45:00+05:30,29.95,57.999,101.085,27.0,262.0,13.52,30.41,56.0,101.094,28.999,259.0,11.98,439.91846
2023-03-30 13:00:00+05:30,30.02,56.999,101.064,25.0,263.0,13.9,30.41,56.0,101.094,28.999,259.0,11.98,435.40306
2023-03-30 13:15:00+05:30,30.06,56.999,101.043,23.0,263.0,14.22,30.41,56.0,101.094,28.999,259.0,11.98,432.834644
2023-03-30 13:30:00+05:30,30.42,56.0,101.022,22.0,264.0,14.67,30.59,56.0,100.991,26.0,262.0,14.84,429.060184
2023-03-30 13:45:00+05:30,30.51,55.0,100.999,22.0,265.0,15.0,30.59,56.0,100.991,26.0,262.0,14.84,430.413052
2023-03-30 14:00:00+05:30,30.59,55.0,100.974,22.0,266.0,15.32,30.59,56.0,100.991,26.0,262.0,14.84,434.875232
2023-03-30 14:15:00+05:30,30.61,54.0,100.95,23.0,268.0,15.87,30.59,56.0,100.991,26.0,262.0,14.84,435.537628
2023-03-30 14:30:00+05:30,30.59,54.0,100.929,23.0,269.0,16.17,30.43,55.0,100.911,15.0,269.0,16.42,436.556368
2023-03-30 14:45:00+05:30,30.55,54.0,100.91,22.0,271.0,16.37,30.43,55.0,100.911,15.0,269.0,16.42,436.835416
2023-03-30 15:00:00+05:30,30.5,54.0,100.894,20.0,272.0,16.54,30.43,55.0,100.911,15.0,269.0,16.42,435.61324
2023-03-30 15:15:00+05:30,30.44,54.0,100.879,18.0,274.0,16.65,30.43,55.0,100.911,15.0,269.0,16.42,434.635496
2023-03-30 15:30:00+05:30,30.34,54.0,100.867,16.0,275.0,16.67,30.17,55.0,100.845,14.0,270.0,16.21,433.2425
2023-03-30 15:45:00+05:30,30.25,55.0,100.856,16.0,276.0,16.57,30.17,55.0,100.845,14.0,270.0,16.21,429.621776
2023-03-30 16:00:00+05:30,30.19,55.0,100.846,15.0,276.0,16.35,30.17,55.0,100.845,14.0,270.0,16.21,427.993144
2023-03-30 16:15:00+05:30,30.04,55.0,100.839,15.0,276.0,16.07,30.17,55.0,100.845,14.0,270.0,16.21,427.56406
2023-03-30 16:30:00+05:30,30.01,56.0,100.832,16.0,274.0,15.82,29.68,56.999,100.823,13.0,271.0,16.239,424.293144
2023-03-30 16:45:00+05:30,29.85,56.0,100.832,18.0,275.0,15.61,29.68,56.999,100.823,13.0,271.0,16.239,423.244084
2023-03-30 17:00:00+05:30,29.66,56.999,100.834,20.0,276.0,15.33,29.68,56.999,100.823,13.0,271.0,16.239,421.684128
2023-03-30 17:15:00+05:30,29.41,57.999,100.836,24.0,276.0,14.82,29.68,56.999,100.823,13.0,271.0,16.239,417.408712
2023-03-30 17:30:00+05:30,29.21,59.0,100.844,26.0,276.0,14.45,28.89,59.0,100.835,24.0,276.0,15.27,411.159804
2023-03-30 17:45:00+05:30,28.99,59.0,100.854,27.0,277.0,13.97,28.89,59.0,100.835,24.0,276.0,15.27,405.915468
2023-03-30 18:00:00+05:30,28.76,60.0,100.868,28.0,276.0,13.38,28.89,59.0,100.835,24.0,276.0,15.27,398.756908
2023-03-30 18:15:00+05:30,28.77,61.0,100.878,18.0,275.0,12.63,28.89,59.0,100.835,24.0,276.0,15.27,392.355264
2023-03-30 18:30:00+05:30,28.52,62.0,100.894,21.0,275.0,12.07,27.8,63.0,100.879,28.0,275.0,12.9,388.030816
2023-03-30 18:45:00+05:30,28.3,63.0,100.908,25.0,274.0,11.49,27.8,63.0,100.879,28.0,275.0,12.9,386.510816
2023-03-30 19:00:00+05:30,28.08,64.0,100.923,33.0,273.0,10.89,27.8,63.0,100.879,28.0,275.0,12.9,382.83106
2023-03-30 19:15:00+05:30,27.87,65.0,100.938,41.0,271.0,10.29,27.8,63.0,100.879,28.0,275.0,12.9,377.477324
2023-03-30 19:30:00+05:30,27.62,66.0,100.952,47.0,270.0,9.75,27.03,66.0,100.938,42.0,275.0,10.22,372.320204
2023-03-30 19:45:00+05:30,27.44,66.0,100.965,48.0,269.0,9.3,27.03,66.0,100.938,42.0,275.0,10.22,365.720876
2023-03-30 20:00:00+05:30,27.26,67.0,100.977,46.0,268.0,8.91,27.03,66.0,100.938,42.0,275.0,10.22,358.53224
2023-03-30 20:15:00+05:30,27.1,68.0,100.989,42.0,268.0,8.53,27.03,66.0,100.938,42.0,275.0,10.22,354.660508
2023-03-30 20:30:00+05:30,26.94,68.0,101.001,40.0,267.0,8.17,26.54,68.0,100.993,43.0,270.0,7.76,350.627368
2023-03-30 20:45:00+05:30,26.8,69.0,101.013,42.0,266.0,7.76,26.54,68.0,100.993,43.0,270.0,7.76,345.878352
2023-03-30 21:00:00+05:30,26.67,70.0,101.026,45.0,264.0,7.32,26.54,68.0,100.993,43.0,270.0,7.76,340.216116
2023-03-30 21:15:00+05:30,26.57,70.0,101.044,49.0,260.0,6.62,26.54,68.0,100.993,43.0,270.0,7.76,336.554336
2023-03-30 21:30:00+05:30,26.45,71.0,101.053,51.0,258.0,6.26,26.16,71.0,101.042,56.999,259.0,6.17,331.46308
2023-03-30 21:45:00+05:30,26.31,71.0,101.062,53.0,256.0,6.02,26.16,71.0,101.042,56.999,259.0,6.17,327.031836
2023-03-30 22:00:00+05:30,26.17,72.0,101.069,55.0,253.0,5.89,26.16,71.0,101.042,56.999,259.0,6.17,322.056128
2023-03-30 22:15:00+05:30,25.44,74.0,101.073,61.0,252.0,5.78,26.16,71.0,101.042,56.999,259.0,6.17,320.069972
2023-03-30 22:30:00+05:30,25.27,75.0,101.076,65.0,250.0,5.75,25.91,73.0,101.064,59.0,250.0,5.66,317.636984
2023-03-30 22:45:00+05:30,25.15,75.0,101.078,69.0,250.0,5.65,25.91,73.0,101.064,59.0,250.0,5.66,314.758124
2023-03-30 23:00:00+05:30,25.06,76.0,101.079,73.0,251.0,5.55,25.91,73.0,101.064,59.0,250.0,5.66,309.173644
2023-03-30 23:15:00+05:30,25.27,77.0,101.079,76.0,256.0,5.34,25.91,73.0,101.064,59.0,250.0,5.66,304.953552
2023-03-30 23:30:00+05:30,25.18,77.0,101.074,79.0,257.0,5.24,25.57,74.0,101.047,52.0,250.0,6.01,303.361864
2023-03-30 23:45:00+05:30,25.09,77.0,101.066,81.0,258.0,5.04,25.57,74.0,101.047,52.0,250.0,6.01,295.724084
2023-03-31 00:00:00+05:30,25.01,78.0,101.055,81.0,259.0,4.8,25.57,74.0,101.047,52.0,250.0,6.01,296.8757720000001
2023-03-31 00:15:00+05:30,24.95,78.0,101.042,81.0,259.0,4.54,25.57,74.0,101.047,52.0,250.0,6.01,291.587628
2023-03-31 00:30:00+05:30,25.19,77.0,101.027,81.0,272.0,4.059,25.03,77.0,101.007,65.0,258.0,4.55,285.498204
2023-03-31 00:45:00+05:30,25.11,78.0,101.015,81.0,274.0,3.86,25.03,77.0,101.007,65.0,258.0,4.55,280.81044
2023-03-31 01:00:00+05:30,25.04,78.0,101.003,80.0,275.0,3.68,25.03,77.0,101.007,65.0,258.0,4.55,275.87868
2023-03-31 01:15:00+05:30,25.01,78.0,100.994,80.0,282.0,3.47,25.03,77.0,101.007,65.0,258.0,4.55,274.419276
2023-03-31 01:30:00+05:30,24.95,78.0,100.98,78.0,284.0,3.43,24.79,78.0,100.963,66.0,265.0,3.78,272.773812
2023-03-31 01:45:00+05:30,24.88,79.0,100.965,76.0,289.0,3.3,24.79,78.0,100.963,66.0,265.0,3.78,270.258044
2023-03-31 02:00:00+05:30,24.81,79.0,100.947,73.0,294.0,3.17,24.79,78.0,100.963,66.0,265.0,3.78,267.459208
2023-03-31 02:15:00+05:30,24.75,79.0,100.929,70.0,300.0,3.04,24.79,78.0,100.963,66.0,265.0,3.78,264.657684
2023-03-31 02:30:00+05:30,24.42,81.0,100.914,73.0,308.0,2.92,24.46,79.0,100.91,75.0,279.0,3.27,261.535168
2023-03-31 02:45:00+05:30,24.41,81.0,100.902,71.0,314.0,2.84,24.46,79.0,100.91,75.0,279.0,3.27,260.067976
2023-03-31 03:00:00+05:30,24.45,81.0,100.892,70.0,322.0,2.76,24.46,79.0,100.91,75.0,279.0,3.27,255.401152
2023-03-31 03:15:00+05:30,24.47,81.0,100.885,69.0,331.0,2.68,24.46,79.0,100.91,75.0,279.0,3.27,252.680832
2023-03-31 03:30:00+05:30,24.54,81.0,100.879,68.0,338.0,2.68,24.19,80.0,100.886,76.0,286.0,3.28,250.93748
2023-03-31 03:45:00+05:30,24.58,81.0,100.875,67.0,345.0,2.69,24.19,80.0,100.886,76.0,286.0,3.28,249.2025
2023-03-31 04:00:00+05:30,24.62,81.0,100.872,67.0,352.0,2.74,24.19,80.0,100.886,76.0,286.0,3.28,247.352148
2023-03-31 04:15:00+05:30,24.54,80.0,100.883,62.0,336.0,2.51,24.19,80.0,100.886,76.0,286.0,3.28,247.388936
2023-03-31 04:30:00+05:30,24.51,80.0,100.887,61.0,339.0,2.59,23.95,81.0,100.881,57.999,286.0,3.02,248.6587
2023-03-31 04:45:00+05:30,24.54,80.0,100.894,57.999,344.0,2.56,23.95,81.0,100.881,57.999,286.0,3.02,250.12888
2023-03-31 05:00:00+05:30,24.61,80.0,100.905,55.0,351.0,2.47,23.95,81.0,100.881,57.999,286.0,3.02,253.753292
2023-03-31 05:15:00+05:30,24.71,80.0,100.918,50.0,359.0,2.39,23.95,81.0,100.881,57.999,286.0,3.02,254.103388
2023-03-31 05:30:00+05:30,24.94,80.0,100.924,49.0,343.0,2.51,24.08,81.0,100.924,49.0,69.0,2.77,255.780196
2023-03-31 05:45:00+05:30,25.0,80.0,100.936,46.0,347.0,2.53,24.08,81.0,100.924,49.0,69.0,2.77,258.965368
2023-03-31 06:00:00+05:30,25.04,80.0,100.949,42.0,347.0,2.66,24.08,81.0,100.924,49.0,69.0,2.77,265.791964
2023-03-31 06:15:00+05:30,24.81,80.0,100.968,42.0,349.0,2.93,24.08,81.0,100.924,49.0,69.0,2.77,270.240784
2023-03-31 06:30:00+05:30,24.98,80.0,100.983,38.0,347.0,3.04,24.3,80.0,100.98,41.0,76.0,1.98,276.765356
2023-03-31 06:45:00+05:30,25.1,80.0,101.0,37.0,350.0,2.94,24.3,80.0,100.98,41.0,76.0,1.98,283.867088
2023-03-31 07:00:00+05:30,25.19,80.0,101.018,38.0,357.0,2.64,24.3,80.0,100.98,41.0,76.0,1.98,294.538396
2023-03-31 07:15:00+05:30,24.6,81.0,101.04,43.0,9.0,2.17,24.3,80.0,100.98,41.0,76.0,1.98,305.378308
2023-03-31 07:30:00+05:30,24.72,81.0,101.06,44.0,16.0,2.08,24.87,78.0,101.059,45.0,77.0,3.68,318.068816
2023-03-31 07:45:00+05:30,24.84,80.0,101.08,41.0,10.0,2.45,24.87,78.0,101.059,45.0,77.0,3.68,332.577316
2023-03-31 08:00:00+05:30,24.97,80.0,101.102,36.0,0.0,3.19,24.87,78.0,101.059,45.0,77.0,3.68,354.118376
2023-03-31 08:15:00+05:30,24.62,79.0,101.124,31.0,350.0,4.0,24.87,78.0,101.059,45.0,77.0,3.68,370.1601720000001
2023-03-31 08:30:00+05:30,24.87,78.0,101.144,28.999,347.0,4.77,25.68,74.0,101.153,62.0,36.0,4.31,386.823988
2023-03-31 08:45:00+05:30,25.14,77.0,101.16,31.0,343.0,5.15,25.68,74.0,101.153,62.0,36.0,4.31,400.741788
2023-03-31 09:00:00+05:30,25.44,76.0,101.173,39.0,340.0,5.26,25.68,74.0,101.153,62.0,36.0,4.31,413.201772
2023-03-31 09:15:00+05:30,25.76,74.0,101.185,47.0,337.0,5.32,25.68,74.0,101.153,62.0,36.0,4.31,423.646568
2023-03-31 09:30:00+05:30,26.49,73.0,101.208,55.0,297.0,8.4,26.77,71.0,101.208,60.0,297.0,5.23,433.390704
2023-03-31 09:45:00+05:30,26.57,73.0,101.216,56.999,296.0,9.13,26.77,71.0,101.208,60.0,297.0,5.23,440.245652
2023-03-31 10:00:00+05:30,26.52,74.0,101.217,56.0,298.0,9.27,26.77,71.0,101.208,60.0,297.0,5.23,447.469204
2023-03-31 10:15:00+05:30,26.5,75.0,101.214,52.0,302.0,9.16,26.77,71.0,101.208,60.0,297.0,5.23,451.92704800000007
2023-03-31 10:30:00+05:30,26.6,75.0,101.209,49.0,302.0,9.13,27.81,69.0,101.209,41.0,294.0,8.26,456.494572
2023-03-31 10:45:00+05:30,26.88,75.0,101.206,45.0,302.0,9.41,27.81,69.0,101.209,41.0,294.0,8.26,459.8005
2023-03-31 11:00:00+05:30,27.32,73.0,101.202,40.0,301.0,9.83,27.81,69.0,101.209,41.0,294.0,8.26,459.956132
2023-03-31 11:15:00+05:30,28.12,71.0,101.196,35.0,301.0,10.27,27.81,69.0,101.209,41.0,294.0,8.26,460.263224
2023-03-31 11:30:00+05:30,28.61,69.0,101.186,30.0,298.0,10.73,29.0,65.0,101.164,33.0,280.0,10.06,458.642956
2023-03-31 11:45:00+05:30,28.94,68.0,101.172,27.0,296.0,11.07,29.0,65.0,101.164,33.0,280.0,10.06,455.54622
2023-03-31 12:00:00+05:30,29.23,67.0,101.153,25.0,295.0,11.34,29.0,65.0,101.164,33.0,280.0,10.06,455.372864
2023-03-31 12:15:00+05:30,29.36,66.0,101.143,25.0,287.0,12.99,29.0,65.0,101.164,33.0,280.0,10.06,455.61648
2023-03-31 12:30:00+05:30,29.59,65.0,101.122,24.0,285.0,13.4,29.83,62.0,101.083,30.0,275.0,12.63,453.064744
2023-03-31 12:45:00+05:30,29.76,65.0,101.099,23.0,284.0,13.77,29.83,62.0,101.083,30.0,275.0,12.63,451.177616
2023-03-31 13:00:00+05:30,29.99,64.0,101.06,21.0,287.0,12.93,29.83,62.0,101.083,30.0,275.0,12.63,448.12408
2023-03-31 13:15:00+05:30,30.04,63.0,101.047,21.0,282.0,14.56,29.83,62.0,101.083,30.0,275.0,12.63,444.304932
2023-03-31 13:30:00+05:30,30.2,63.0,101.021,19.0,282.0,14.75,30.3,61.0,100.981,18.0,273.0,13.83,442.873872
2023-03-31 13:45:00+05:30,30.33,62.0,100.995,18.0,281.0,14.91,30.3,61.0,100.981,18.0,273.0,13.83,444.185732
2023-03-31 14:00:00+05:30,30.48,62.0,100.967,16.0,280.0,14.92,30.3,61.0,100.981,18.0,273.0,13.83,448.502924
2023-03-31 14:15:00+05:30,30.61,61.0,100.941,15.0,280.0,14.88,30.3,61.0,100.981,18.0,273.0,13.83,451.294772
2023-03-31 14:30:00+05:30,30.09,61.0,100.918,14.0,280.0,15.43,30.49,61.0,100.897,14.0,271.0,14.74,450.653128
2023-03-31 14:45:00+05:30,30.09,61.0,100.898,15.0,280.0,15.54,30.49,61.0,100.897,14.0,271.0,14.74,447.580588
2023-03-31 15:00:00+05:30,30.08,61.0,100.881,19.0,280.0,15.74,30.49,61.0,100.897,14.0,271.0,14.74,446.835664
2023-03-31 15:15:00+05:30,30.05,61.0,100.866,23.0,281.0,15.94,30.49,61.0,100.897,14.0,271.0,14.74,446.49684800000006
2023-03-31 15:30:00+05:30,30.13,59.0,100.845,28.0,282.0,16.6,30.22,61.0,100.843,16.0,270.0,14.73,445.243904
2023-03-31 15:45:00+05:30,30.06,59.0,100.831,28.999,283.0,16.53,30.22,61.0,100.843,16.0,270.0,14.73,444.199644
2023-03-31 16:00:00+05:30,29.97,60.0,100.819,30.0,284.0,16.41,30.22,61.0,100.843,16.0,270.0,14.73,441.526852
2023-03-31 16:15:00+05:30,29.68,62.0,100.815,22.0,283.0,15.87,30.22,61.0,100.843,16.0,270.0,14.73,440.055208
2023-03-31 16:30:00+05:30,29.65,60.0,100.801,31.0,284.0,16.03,29.7,63.0,100.817,18.0,271.0,14.61,438.583184
2023-03-31 16:45:00+05:30,29.53,61.0,100.799,28.0,285.0,15.79,29.7,63.0,100.817,18.0,271.0,14.61,435.788964
2023-03-31 17:00:00+05:30,29.4,61.0,100.801,23.0,285.0,15.51,29.7,63.0,100.817,18.0,271.0,14.61,432.609572
2023-03-31 17:15:00+05:30,29.19,61.0,100.807,22.0,286.0,15.51,29.7,63.0,100.817,18.0,271.0,14.61,427.495592
2023-03-31 17:30:00+05:30,29.04,62.0,100.812,19.0,285.0,15.13,28.97,66.0,100.825,16.0,273.0,13.72,420.945076
2023-03-31 17:45:00+05:30,28.84,62.0,100.819,16.0,286.0,14.72,28.97,66.0,100.825,16.0,273.0,13.72,414.68456
2023-03-31 18:15:00+05:30,28.26,64.0,100.848,12.0,289.0,13.33,28.97,66.0,100.825,16.0,273.0,13.72,400.212836
2023-03-31 18:30:00+05:30,28.05,65.0,100.858,10.0,289.0,12.86,28.06,69.0,100.854,18.0,275.0,12.14,395.411584
2023-03-31 18:45:00+05:30,27.84,66.0,100.87,10.0,290.0,12.27,28.06,69.0,100.854,18.0,275.0,12.14,391.191116
2023-03-31 19:00:00+05:30,27.63,67.0,100.884,13.0,290.0,11.59,28.06,69.0,100.854,18.0,275.0,12.14,388.617516
2023-03-31 19:15:00+05:30,27.43,68.0,100.9,15.0,290.0,10.86,28.06,69.0,100.854,18.0,275.0,12.14,383.169404
2023-03-31 19:45:00+05:30,27.07,71.0,100.926,18.0,290.0,9.34,27.14,73.0,100.908,17.0,275.0,9.73,370.055616
2023-03-31 20:00:00+05:30,26.93,71.0,100.938,16.0,290.0,8.58,27.14,73.0,100.908,17.0,275.0,9.73,362.730776
2023-03-31 20:30:00+05:30,26.56,73.0,100.961,10.0,290.0,7.1,26.53,76.0,100.97,16.0,275.0,7.39,352.544152
2023-03-31 20:45:00+05:30,26.43,74.0,100.974,10.0,289.0,6.54,26.53,76.0,100.97,16.0,275.0,7.39,347.9660120000001
2023-03-31 21:00:00+05:30,26.3,74.0,100.988,10.0,289.0,6.05,26.53,76.0,100.97,16.0,275.0,7.39,341.440068
2023-03-31 21:30:00+05:30,26.12,75.0,101.024,14.0,280.0,5.22,25.98,78.0,101.035,10.0,275.0,5.83,333.817188
2023-03-31 21:45:00+05:30,26.01,76.0,101.033,14.0,279.0,4.87,25.98,78.0,101.035,10.0,275.0,5.83,328.521008
2023-03-31 22:00:00+05:30,25.91,76.0,101.041,13.0,279.0,4.62,25.98,78.0,101.035,10.0,275.0,5.83,322.999848
2023-03-31 22:15:00+05:30,25.76,76.0,101.048,10.0,280.0,4.35,25.98,78.0,101.035,10.0,275.0,5.83,319.509
2023-03-31 22:30:00+05:30,25.68,77.0,101.052,8.0,281.0,4.22,25.55,79.0,101.067,8.0,284.0,5.08,315.79726
2023-03-31 22:45:00+05:30,25.6,77.0,101.055,6.0,282.0,4.05,25.55,79.0,101.067,8.0,284.0,5.08,311.6874200000001
2023-03-31 23:00:00+05:30,25.54,77.0,101.057,4.0,282.0,3.91,25.55,79.0,101.067,8.0,284.0,5.08,306.635904
2023-03-31 23:15:00+05:30,25.34,77.0,101.057,2.0,282.0,3.78,25.55,79.0,101.067,8.0,284.0,5.08,303.749184
2023-03-31 23:45:00+05:30,25.21,78.0,101.052,1.0,289.0,3.65,25.16,80.0,101.069,10.0,295.0,4.53,296.19534
2023-04-01 00:00:00+05:30,25.13,78.0,101.047,1.0,296.0,3.6,25.16,80.0,101.069,10.0,295.0,4.53,291.30662
2023-04-01 00:15:00+05:30,25.34,78.0,101.036,2.0,309.0,3.79,25.16,80.0,101.069,10.0,295.0,4.53,284.635508
2023-04-01 00:30:00+05:30,25.25,78.0,101.028,2.0,315.0,3.89,25.62,82.0,101.021,10.0,292.0,4.059,280.972608
2023-04-01 00:45:00+05:30,25.14,79.0,101.021,3.0,322.0,4.019,25.62,82.0,101.021,10.0,292.0,4.059,278.267812
2023-04-01 01:00:00+05:30,25.01,79.0,101.014,3.0,330.0,4.2,25.62,82.0,101.021,10.0,292.0,4.059,275.10931600000004
2023-04-01 01:30:00+05:30,24.77,80.0,100.998,5.0,343.0,4.86,25.31,83.0,100.996,14.0,324.0,3.98,268.59782
2023-04-01 01:45:00+05:30,24.64,81.0,100.991,6.0,348.0,5.15,25.31,83.0,100.996,14.0,324.0,3.98,265.081204
2023-04-01 02:00:00+05:30,24.51,81.0,100.983,7.0,352.0,5.46,25.31,83.0,100.996,14.0,324.0,3.98,261.783236
2023-04-01 02:15:00+05:30,24.22,83.0,100.975,8.0,356.0,5.76,25.31,83.0,100.996,14.0,324.0,3.98,258.730748
2023-04-01 02:30:00+05:30,24.13,83.0,100.968,9.0,359.0,6.09,24.3,84.0,100.974,20.0,350.0,5.19,254.741492
2023-04-01 02:45:00+05:30,24.06,84.0,100.962,11.0,1.0,6.38,24.3,84.0,100.974,20.0,350.0,5.19,250.733808
2023-04-01 03:30:00+05:30,23.82,84.0,100.95,19.0,11.0,7.65,24.18,86.0,100.953,26.0,2.0,5.71,244.353952
2023-04-01 03:45:00+05:30,23.74,85.0,100.951,20.0,14.0,7.79,24.18,86.0,100.953,26.0,2.0,5.71,244.62652000000003
2023-04-01 04:00:00+05:30,23.63,85.0,100.954,19.0,18.0,7.8,24.18,86.0,100.953,26.0,2.0,5.71,244.01606
2023-04-01 04:15:00+05:30,23.61,85.0,100.958,19.0,21.0,7.69,24.18,86.0,100.953,26.0,2.0,5.71,243.499744
2023-04-01 04:30:00+05:30,23.5,85.0,100.965,19.0,25.0,7.62,23.79,87.0,100.969,31.0,12.0,6.61,243.282512
2023-04-01 04:45:00+05:30,23.39,85.0,100.974,19.0,28.0,7.58,23.79,87.0,100.969,31.0,12.0,6.61,243.453528
2023-04-01 05:00:00+05:30,23.29,85.0,100.985,20.0,30.0,7.54,23.79,87.0,100.969,31.0,12.0,6.61,243.784832
2023-04-01 05:15:00+05:30,22.93,85.0,101.002,19.0,33.0,7.43,23.79,87.0,100.969,31.0,12.0,6.61,244.374544
2023-04-01 05:30:00+05:30,22.85,85.0,101.015,19.0,36.0,7.38,23.41,88.0,101.011,28.999,21.0,7.13,244.33568
2023-04-01 05:45:00+05:30,22.77,85.0,101.029,18.0,38.0,7.32,23.41,88.0,101.011,28.999,21.0,7.13,248.030704
2023-04-01 06:00:00+05:30,22.66,85.0,101.045,17.0,41.0,7.23,23.41,88.0,101.011,28.999,21.0,7.13,252.190428
2023-04-01 06:15:00+05:30,23.01,84.0,101.078,15.0,43.0,7.05,23.41,88.0,101.011,28.999,21.0,7.13,253.554804
2023-04-01 06:30:00+05:30,22.99,84.0,101.095,14.0,46.0,7.01,22.97,88.0,101.076,32.0,36.0,7.28,254.987588
2023-04-01 06:45:00+05:30,23.05,84.0,101.115,13.0,48.0,7.01,22.97,88.0,101.076,32.0,36.0,7.28,256.792844
